product_id,product_name,main_category,discounted_price,actual_price,discount_percentage,rating,rating_count,estimated_revenue,price_tier,discount_range,rating_category,value_score,savings_amount
B00CEQEGPI,"Logitech MK270r USB Wireless Keyboard and Mouse Set for Windows, 2.4 GHz Wireless, Spill-resistant Design, 8 Multimedia & Shortcut Keys, 2-Year Battery Life, PC/Laptop- Black",Computers&Accessories,16.14,27.54,41.0,4.2,17413.0,281045.82,Economy,40-60%,High-Rated,0.2602,11.4
B00DJ5N9VK,Faber-Castell Connector Pen Set - Pack of 25 (Assorted),Toys&Games,1.8,1.8,0.0,4.3,15867.0,28560.6,Budget,0-25%,High-Rated,2.3889,0.0
B00E3DVQFS,"Duracell Rechargeable AA 2500mAh Batteries, 4 Pcs",Electronics,10.55,13.31,21.0,4.4,31599.0,333369.45,Economy,0-25%,High-Rated,0.4171,2.76
B00E9G8KOY,HUL Pureit Germkill kit for Classic 23 L water purifier - 1500 L Capacity,Home&Kitchen,7.2,7.2,0.0,4.1,10907.0,78530.4,Budget,0-25%,High-Rated,0.5694,0.0
B00EDJJ7FS,Philips Viva Collection HD4928/01 2100-Watt Induction Cooktop with Feather Touch Sensor and Crystal Glass Plate (Black),Home&Kitchen,38.75,63.54,39.0,4.2,39724.0,1539305.0,Economy,25-40%,High-Rated,0.1084,24.79
B00EYW1U68,TP-Link TL-WA855RE 300 Mbps Wi-Fi Range Extender (White),Computers&Accessories,19.19,43.19,56.0,4.2,16182.0,310532.58,Economy,40-60%,High-Rated,0.2189,24.0
B00F159RIK,"Bajaj DX-2 600W Dry Iron with Advance Soleplate and Anti-bacterial German Coating Technology, Black",Home&Kitchen,5.99,7.5,20.0,4.2,5355.0,32076.45,Budget,0-25%,High-Rated,0.7012,1.51
B00GE55L22,"Storite USB 3.0 Cable A to Micro B high Speed Upto 5 Gbps Data Transfer Cable for Portable External Hard Drive - (20cm), Black",Computers&Accessories,3.59,8.39,57.0,4.1,2957.0,10615.63,Budget,40-60%,High-Rated,1.1421,4.8
B00GG59HU2,"BlueRigger High Speed HDMI Cable with Ethernet - Supports 3D, 4K 60Hz and Audio Return - Latest Version (3 Feet / 0.9 Meter)",Electronics,5.6,7.19,22.0,4.4,44054.0,246702.4,Budget,0-25%,High-Rated,0.7857,1.59
B00GGGOYEK,Storite USB 2.0 A to Mini 5 pin B Cable for External HDDS/Camera/Card Readers 35cm,Computers&Accessories,3.11,8.39,63.0,3.8,2399.0,7460.89,Budget,60%+,Average,1.2219,5.28
B00GGGOYEU,Storite USB 2.0 A to Mini 5 pin B Cable for External HDDS/Camera/Card Readers (150cm - 1.5M),Computers&Accessories,3.59,8.39,57.0,3.9,1454.0,5219.86,Budget,40-60%,Average,1.0864,4.8
B00GHL8VP2,"USHA 1212 PTC with Adjustable Thermostat Fan Heater (Black/Brown, 1500-Watts).",Home&Kitchen,41.85,59.88,30.0,4.1,1127.0,47164.95,Economy,25-40%,High-Rated,0.098,18.03
B00GZLB57U,"Quantum RJ45 Ethernet Patch Cable/LAN Router Cable with Heavy Duty Gold Plated Connectors Supports Hi-Speed Gigabit Upto 1000Mbps, Waterproof and Durable,1-Year Warranty-32.8 Feet (10 Meters)(White)",Computers&Accessories,2.86,8.39,66.0,4.4,8372.0,23943.92,Budget,60%+,High-Rated,1.5385,5.53
B00H0B29DI,USHA Heat Convector 812 T 2000-Watt with Instant Heating Feature (Black),Home&Kitchen,26.39,35.88,26.0,3.8,1558.0,41115.62,Economy,25-40%,Average,0.144,9.49
B00H3H03Q4,HUL Pureit Germkill kit for Classic 23 L water purifier - 3000 L Capacity,Home&Kitchen,13.56,13.56,0.0,4.2,13250.0,179670.0,Economy,0-25%,High-Rated,0.3097,0.0
B00H47GVGY,"USHA Quartz Room Heater with Overheating Protection (3002, Ivory, 800 Watts)",Home&Kitchen,14.39,20.34,29.0,3.6,13300.0,191387.0,Economy,25-40%,Average,0.2502,5.95
B00HVXS7WC,"Bajaj Rex 500W Mixer Grinder with Nutri-Pro Feature, 3 Jars, White",Home&Kitchen,23.99,38.52,38.0,4.2,41349.0,991962.51,Economy,25-40%,High-Rated,0.1751,14.53
B00HZIOGXW,Crompton IHL 152 1500-Watt Immersion Water Heater with Copper Heating Element (Black),Home&Kitchen,7.32,9.9,26.0,4.1,13165.0,96367.8,Budget,25-40%,High-Rated,0.5601,2.58
B00J4YG0PC,"Classmate Long Notebook - 140 Pages, Single Line, 297mm x 210mm (Pack of 12)",OfficeProducts,6.73,8.64,22.0,4.4,3182.0,21414.86,Budget,0-25%,High-Rated,0.6538,1.91
B00J5DYCCA,Havells Ventil Air DSP 230mm Exhaust Fan (Pista Green),Home&Kitchen,16.79,22.68,26.0,4.0,8031.0,134840.49,Economy,25-40%,High-Rated,0.2382,5.89
B00JBNZPFM,"Karcher WD3 EU Wet and Dry Vacuum Cleaner, 1000 Watts Powerful Suction, 17 L Capacity, Blower Function, Easy Filter Removal for Home and Garden Cleaning (Yellow/Black)",Home&Kitchen,74.39,131.99,44.0,4.2,10429.0,775813.31,Mid-Range,40-60%,High-Rated,0.0565,57.6
B00K32PEW4,"Casio MJ-120D 150 Steps Check and Correct Desktop Calculator with Tax Keys, Black",OfficeProducts,6.42,6.42,0.0,4.4,4426.0,28414.92,Budget,0-25%,High-Rated,0.6854,0.0
B00K57MR22,"Sujata Dynamix DX Mixer Grinder, 900W, 3 Jars (White)",Home&Kitchen,73.44,101.74,28.0,4.6,6550.0,481032.0,Mid-Range,25-40%,Excellent,0.0626,28.3
B00KIDSU8S,Havells Ventil Air DX 200mm Exhaust Fan (White),Home&Kitchen,23.99,28.32,15.0,4.2,7801.0,187145.99,Economy,0-25%,High-Rated,0.1751,4.33
B00KIE28X0,"Camel Artist Acrylic Color Box - 9ml Tubes, 12 Shades",Home&Kitchen,3.72,3.72,0.0,4.5,5882.0,21881.04,Budget,0-25%,Excellent,1.2097,0.0
B00KRCBA6E,Maharaja Whiteline Lava Neo 1200-Watts Halogen Heater (White and Red),Home&Kitchen,29.99,60.0,50.0,3.8,1889.0,56651.11,Economy,40-60%,Average,0.1267,30.01
B00KXULGJQ,"TP-Link AC750 Wifi Range Extender | Up to 750Mbps | Dual Band WiFi Extender, Repeater, Wifi Signal Booster, Access Point| Easy Set-Up | Extends Wifi to Smart Home & Alexa Devices (RE200)",Computers&Accessories,22.67,65.99,66.0,4.2,49551.0,1123321.17,Economy,60%+,High-Rated,0.1853,43.32
B00LHZW3XY,"Luxor 5 Subject Single Ruled Notebook - A5 Size, 70 GSM, 300 Pages",OfficeProducts,1.5,2.16,31.0,4.4,8053.0,12079.5,Budget,25-40%,High-Rated,2.9333,0.66
B00LHZWD0C,"Luxor 5 Subject Single Ruled Notebook - A4, 70 GSM, 300 pages",OfficeProducts,3.02,3.78,20.0,4.5,3785.0,11430.7,Budget,0-25%,Excellent,1.4901,0.76
B00LM4W1N2,Parker Classic Gold Gold Trim Ball Pen,OfficeProducts,5.76,7.2,20.0,4.3,5719.0,32941.44,Budget,0-25%,High-Rated,0.7465,1.44
B00LM4X0KU,"Parker Quink Ink Bottle, Blue",OfficeProducts,1.2,1.2,0.0,4.3,3095.0,3714.0,Budget,0-25%,High-Rated,3.5833,0.0
B00LM4X3XE,Parker Quink Ink Bottle (Black),OfficeProducts,1.08,1.2,10.0,4.3,3061.0,3305.88,Budget,0-25%,High-Rated,3.9815,0.12
B00LOD70SC,Pilot V7 Liquid Ink Roller Ball Pen (2 Blue + 1 Black),OfficeProducts,2.14,2.52,15.0,4.3,2450.0,5243.0,Budget,0-25%,High-Rated,2.0094,0.38
B00LP9RFSU,"Eureka Forbes Aquasure Amrit Twin Cartridge (Pack of 2), White",Home&Kitchen,9.9,9.9,0.0,4.0,3246.0,32135.4,Budget,0-25%,High-Rated,0.404,0.0
B00LUGTJGO,Bajaj RHX-2 800-Watt Room Heater (White),Home&Kitchen,16.79,18.59,10.0,3.9,2602.0,43687.58,Economy,0-25%,Average,0.2323,1.8
B00LVMTA2A,Panasonic CR-2032/5BE Lithium Coin Battery - Pack of 5,Electronics,2.7,3.0,10.0,4.4,26556.0,71701.2,Budget,0-25%,High-Rated,1.6296,0.3
B00LXTFMRS,"PIDILITE Fevicryl Acrylic Colours Sunflower Kit (10 Colors x 15 ml) DIY Paint, Rich Pigment, Non-Craking Paint for Canvas, Wood, Leather, Earthenware, Metal, Diwali Gifts for Diwali",Home&Kitchen,2.29,2.7,15.0,4.4,7203.0,16494.87,Budget,0-25%,High-Rated,1.9214,0.41
B00LY12TH6,Camel Oil Pastel with Reusable Plastic Box - 50 Shades,Home&Kitchen,2.76,2.76,0.0,4.5,9427.0,26018.52,Budget,0-25%,Excellent,1.6304,0.0
B00LY17RHI,Camlin Elegante Fountain Pen - Black/Blue/Red,OfficeProducts,2.7,2.7,0.0,4.1,4798.0,12954.6,Budget,0-25%,High-Rated,1.5185,0.0
B00LY1FN1K,"Camel Fabrica Acrylic Ultra Color - 15ml each, 10 Shades",Home&Kitchen,2.4,2.76,13.0,4.4,10170.0,24408.0,Budget,0-25%,High-Rated,1.8333,0.36
B00LZLPYHW,"Classmate 2100117 Soft Cover 6 Subject Spiral Binding Notebook, Single Line, 300 Pages",OfficeProducts,1.64,1.92,14.0,4.4,6537.0,10720.68,Budget,0-25%,High-Rated,2.6829,0.28
B00LZLQ624,"Classmate Soft Cover 6 Subject Spiral Binding Notebook, Single Line, 300 Pages",OfficeProducts,1.88,1.92,2.0,4.5,8618.0,16201.84,Budget,0-25%,Excellent,2.3936,0.04
B00LZPQVMK,Parker Vector Standard Chrome Trim Ball Pen (Ink - Black),OfficeProducts,3.26,3.84,15.0,4.0,3686.0,12016.36,Budget,0-25%,High-Rated,1.227,0.58
B00MFPCY5C,GIZGA essentials Universal Silicone Keyboard Protector Skin for 15.6-inches Laptop (5 x 6 x 3 inches),Computers&Accessories,0.47,3.59,87.0,3.5,15233.0,7159.51,Budget,60%+,Average,7.4468,3.12
B00MUTWLW4,"Logitech K480 Wireless Multi-Device Keyboard for Windows, macOS, iPadOS, Android or Chrome OS, Bluetooth, Compact, Compatible with PC, Mac, Laptop, Smartphone, Tablet - Black",Computers&Accessories,31.14,39.54,21.0,4.4,22618.0,704324.52,Economy,0-25%,High-Rated,0.1413,8.4
B00N1U7JXM,"3M Post-it Sticky Note Cube, 200 Sheets (4 Colors x 50 Sheets) | 3"" x 3"" Size | For notes, reminders, study, school and organizing",OfficeProducts,1.08,2.1,49.0,4.4,7429.0,8023.32,Budget,40-60%,High-Rated,4.0741,1.02
B00N1U9AJS,"3M Scotch Double Sided Heavy Duty Tape(1m holds 4.5Kgs) for indoor hanging applications (Photo frames, Mirrors, Key Holders, Car Interiors, Extension Boards, Wall decoration, etc)(L: 3m, W: 24mm)",Home&Kitchen,1.56,1.98,21.0,3.9,14778.0,23053.68,Budget,0-25%,Average,2.5,0.42
B00N3XLDW0,ENVIE ECR-20 Charger for AA & AAA Rechargeable Batteries,Electronics,3.59,4.8,25.0,3.8,40895.0,146813.05,Budget,25-40%,Average,1.0585,1.21
B00NFD0ETQ,"Logitech G402 Hyperion Fury USB Wired Gaming Mouse, 4,000 DPI, Lightweight, 8 Programmable Buttons, Compatible for PC/Mac - Black",Computers&Accessories,23.94,34.74,31.0,4.6,10760.0,257594.4,Economy,25-40%,Excellent,0.1922,10.8
B00NH11KIK,"AmazonBasics USB 2.0 Cable - A-Male to B-Male - for Personal Computer, Printer- 6 Feet (1.8 Meters), Black",Computers&Accessories,2.51,8.34,70.0,4.5,107687.0,270294.37,Budget,60%+,Excellent,1.7928,5.83
B00NH11PEY,"AmazonBasics USB 2.0 - A-Male to A-Female Extension Cable for Personal Computer, Printer (Black, 9.8 Feet/3 Meters)",Computers&Accessories,2.39,9.0,73.0,4.5,74976.0,179192.64,Budget,60%+,Excellent,1.8829,6.61
B00NH12R1O,"Amazon Basics USB 3.0 Cable - A Male to Micro B - 6 Feet (1.8 Meters), Black",Computers&Accessories,3.59,5.82,38.0,4.3,10911.0,39170.49,Budget,25-40%,High-Rated,1.1978,2.23
B00NH13Q8W,"AmazonBasics USB 2.0 Extension Cable for Personal Computer, Printer, 2-Pack - A-Male to A-Female - 3.3 Feet (1 Meter, Black)",Computers&Accessories,3.59,9.6,63.0,4.5,74977.0,269167.43,Budget,60%+,Excellent,1.2535,6.01
B00NM6MO26,Prestige PIC 16.0+ 1900W Induction Cooktop with Soft Touch Push Buttons (Black),Home&Kitchen,32.38,47.34,32.0,4.0,15034.0,486800.92,Economy,25-40%,High-Rated,0.1235,14.96
B00NNQMYNE,"AirCase Rugged Hard Drive Case for 2.5-inch Western Digital, Seagate, Toshiba, Portable Storage Shell for Gadget Hard Disk USB Cable Power Bank Mobile Charger Earphone, Waterproof (Black)",Computers&Accessories,3.59,5.99,40.0,4.5,21010.0,75425.9,Budget,40-60%,Excellent,1.2535,2.4
B00NW4UWN6,Prestige PKGSS 1.7L 1500W Electric Kettle (Stainless Steel),Home&Kitchen,12.52,16.14,22.0,3.8,15592.0,195211.84,Economy,0-25%,Average,0.3035,3.62
B00O24PUO6,Orpat OEH-1260 2000-Watt Fan Heater (Grey),Home&Kitchen,17.57,19.8,11.0,4.1,14120.0,248088.4,Economy,0-25%,High-Rated,0.2334,2.23
B00O2R38C4,"Luminous Vento Deluxe 150 mm Exhaust Fan for Kitchen, Bathroom with Strong Air Suction, Rust Proof Body and Dust Protection Shutters (2-Year Warranty, White)",Home&Kitchen,11.99,17.88,33.0,4.1,12999.0,155858.01,Economy,25-40%,High-Rated,0.342,5.89
B00OFM6PEO,"Storite USB Extension Cable USB 3.0 Male to Female Extension Cable High Speed 5GBps Extension Cable Data Transfer for Keyboard, Mouse, Flash Drive, Hard Drive, Printer and More- 1.5M - Blue",Computers&Accessories,3.59,9.59,63.0,4.3,1902.0,6828.18,Budget,60%+,High-Rated,1.1978,6.0
B00P0R95EA,Usha IH2415 1500-Watt Immersion Heater (Silver),Home&Kitchen,6.12,7.68,20.0,4.1,7229.0,44241.48,Budget,0-25%,High-Rated,0.6699,1.56
B00P93X0VO,"Classmate Pulse 6 Subject Notebook - Unruled, 300 Pages, Spiral Binding, 240mm*180mm",OfficeProducts,1.37,1.44,5.0,4.2,8938.0,12245.06,Budget,0-25%,High-Rated,3.0657,0.07
B00P93X2H6,"Classmate Pulse Spiral Notebook - 240 mm x 180 mm, Soft Cover, 200 Pages, Unruled",OfficeProducts,0.8,0.9,11.0,4.1,1269.0,1015.2,Budget,0-25%,High-Rated,5.125,0.1
B00P93X6EK,"Classmate Soft Cover 6 Subject Spiral Binding Notebook, Unruled, 300 Pages",OfficeProducts,1.88,1.92,2.0,4.5,4428.0,8324.64,Budget,0-25%,Excellent,2.3936,0.04
B00PVT30YI,"Kitchen Mart Stainless Steel South Indian Filter Coffee Drip Maker, Madras Kappi, Drip Decotion Maker160ml (2 Cup)",Home&Kitchen,3.5,5.99,41.0,4.1,4238.0,14833.0,Budget,40-60%,High-Rated,1.1714,2.49
B00R1P3B4O,Fujifilm Instax Mini Single Pack 10 Sheets Instant Film for Fuji Instant Cameras,Electronics,6.59,6.59,0.0,4.5,4875.0,32126.25,Budget,0-25%,Excellent,0.6829,0.0
B00RFWNJMC,Airtel DigitalTV DTH Remote SD/HD/HD Recording Compatible for Television (Shining Black ),Electronics,2.34,5.99,61.0,3.7,1383.0,3236.22,Budget,60%+,Average,1.5812,3.65
B00RGLI0ZS,"Amkette 30 Pin to USB Charging & Data Sync Cable for iPhone 3G/3GS/4/4s/iPad 1/2/3, iPod Nano 5th/6th Gen and iPod Touch 3rd/4th Gen -1.5m (Black)",Computers&Accessories,5.39,7.19,25.0,4.0,3231.0,17415.09,Budget,25-40%,High-Rated,0.7421,1.8
B00S2SEV7K,"Pilot Frixion Clicker Roller Pen (Blue), (9000019529)",OfficeProducts,1.08,1.2,10.0,4.1,6199.0,6694.92,Budget,0-25%,High-Rated,3.7963,0.12
B00S9BSJC8,Philips Viva Collection HR1832/00 1.5-Litre400-Watt Juicer (Ink Black),Home&Kitchen,77.99,107.94,28.0,4.3,2810.0,219151.9,Mid-Range,25-40%,High-Rated,0.0551,29.95
B00SH18114,"Ikea 903.391.72 Polypropylene Plastic Solid Bevara Sealing Clip (Multicolour) - 30 Pack, Adjustable",Home&Kitchen,1.92,3.59,46.0,4.6,2781.0,5339.52,Budget,40-60%,Excellent,2.3958,1.67
B00SMFPJG0,"Kent Gold, Optima, Gold+ Spare Kit",Home&Kitchen,7.79,8.04,3.0,4.1,7786.0,60652.94,Budget,0-25%,High-Rated,0.5263,0.25
B00SMJPA9C,"Bajaj DX-2 600W Dry Iron with Advance Soleplate and Anti-Bacterial German Coating Technology, Grey",Home&Kitchen,5.99,11.28,47.0,4.1,3036.0,18185.64,Budget,40-60%,High-Rated,0.6845,5.29
B00TDD0YM4,"Philips GC026/30 Fabric Shaver, Lint Remover for Woolen Sweaters, Blankets, Jackets/Burr Remover Pill Remover from Carpets, Curtains (White)",Home&Kitchen,17.88,20.34,12.0,4.4,3543.0,63348.84,Economy,0-25%,High-Rated,0.2461,2.46
B00TI8E7BI,Philips HD9306/06 1.5-Litre Electric Kettle (Multicolor),Home&Kitchen,32.34,32.34,0.0,4.4,2518.0,81432.12,Economy,0-25%,High-Rated,0.1361,0.0
B00UGZWM2I,COI Note Pad/Memo Book with Sticky Notes & Clip Holder with Pen for Gifting,OfficeProducts,2.38,9.6,75.0,4.1,9344.0,22238.72,Budget,60%+,High-Rated,1.7227,7.22
